,Gene1,Gene2,Direction
1977797,Solyc10g017880.2,Solyc10g047630.2,+
1977801,Solyc10g017880.2,Solyc10g079550.2,-
1977802,Solyc10g017880.2,Solyc10g080150.2,-
1977804,Solyc10g017880.2,Solyc11g005060.2,+
1977805,Solyc10g017880.2,Solyc11g005920.2,+
1977806,Solyc10g017880.2,Solyc11g007690.2,-
1977808,Solyc10g017880.2,Solyc11g065640.2,+
1977813,Solyc10g017880.2,Solyc11g073300.2,+
1977814,Solyc10g017880.2,Solyc12g006700.2,+
1977818,Solyc10g017880.2,Solyc12g011140.2,-
1977821,Solyc10g017880.2,Solyc12g056800.2,-
1977822,Solyc10g017880.2,Solyc12g062870.2,+
1977823,Solyc10g017880.2,Solyc12g094500.2,-
1977824,Solyc10g017880.2,Solyc12g098675.1,+
1979757,Solyc10g018350.2,Solyc10g045350.2,+
1979765,Solyc10g018350.2,Solyc10g083520.2,+
1979770,Solyc10g018350.2,Solyc10g085820.2,-
1979773,Solyc10g018350.2,Solyc10g086480.2,+
1979776,Solyc10g018350.2,Solyc11g007170.2,-
1979783,Solyc10g018350.2,Solyc11g009090.2,+
1979787,Solyc10g018350.2,Solyc11g012070.2,+
1979791,Solyc10g018350.2,Solyc11g018610.2,+
1979798,Solyc10g018350.2,Solyc11g071575.1,+
1979800,Solyc10g018350.2,Solyc11g073160.2,-
1979813,Solyc10g018350.2,Solyc12g042250.2,+
1979816,Solyc10g018350.2,Solyc12g087830.2,-
1979824,Solyc10g018350.2,Solyc12g098640.2,+
1979830,Solyc10g018350.2,Solyc12g099560.2,+
1979832,Solyc10g018393.1,Solyc10g086560.2,-
1979833,Solyc10g018393.1,Solyc11g072510.2,-
1979834,Solyc10g018393.1,Solyc12g017750.2,+
1979835,Solyc10g018393.1,Solyc12g049390.2,-
1979836,Solyc10g018393.1,Solyc12g055850.2,-
1981044,Solyc10g019000.2,Solyc11g021300.1,+
1981045,Solyc10g019000.2,Solyc11g021310.1,+
1982196,Solyc10g031550.1,Solyc12g017750.2,+
1982197,Solyc10g031550.1,Solyc12g070220.2,+
1982198,Solyc10g031550.1,Solyc12g096910.1,+
1982200,Solyc10g038120.2,Solyc10g044910.2,+
1982202,Solyc10g038120.2,Solyc10g045640.2,+
1982208,Solyc10g038120.2,Solyc10g061970.2,-
1982209,Solyc10g038120.2,Solyc10g074590.2,+
1982215,Solyc10g038120.2,Solyc10g079550.2,-
1982217,Solyc10g038120.2,Solyc10g080150.2,-
1982218,Solyc10g038120.2,Solyc10g081010.2,-
1982220,Solyc10g038120.2,Solyc10g081270.2,+
1982223,Solyc10g038120.2,Solyc10g084340.2,-
1982224,Solyc10g038120.2,Solyc10g084770.2,-
1982228,Solyc10g038120.2,Solyc10g086240.2,-
1982234,Solyc10g038120.2,Solyc11g006930.2,-
1982236,Solyc10g038120.2,Solyc11g007160.2,-
1982239,Solyc10g038120.2,Solyc11g012050.1,-
1982245,Solyc10g038120.2,Solyc11g040150.2,-
1982254,Solyc10g038120.2,Solyc11g071575.1,-
1982255,Solyc10g038120.2,Solyc11g072510.2,-
1982256,Solyc10g038120.2,Solyc11g073050.2,-
1982259,Solyc10g038120.2,Solyc12g007130.2,+
1982267,Solyc10g038120.2,Solyc12g011140.2,-
1982270,Solyc10g038120.2,Solyc12g017370.2,-
1982274,Solyc10g038120.2,Solyc12g044450.2,-
1982275,Solyc10g038120.2,Solyc12g049390.2,-
1982277,Solyc10g038120.2,Solyc12g056220.2,-
1982279,Solyc10g038120.2,Solyc12g056800.2,-
1982283,Solyc10g038120.2,Solyc12g088730.2,+
1982285,Solyc10g038120.2,Solyc12g094500.2,-
1983105,Solyc10g044670.2,Solyc11g021310.1,+
1983106,Solyc10g044670.2,Solyc12g010410.2,+
1983107,Solyc10g044670.2,Solyc12g096910.1,+
1983259,Solyc10g044910.2,Solyc10g079550.2,-
1983267,Solyc10g044910.2,Solyc10g084340.2,-
1983279,Solyc10g044910.2,Solyc11g006930.2,-
1983280,Solyc10g044910.2,Solyc11g007160.2,-
1983314,Solyc10g044910.2,Solyc12g005080.2,+
1983315,Solyc10g044910.2,Solyc12g005220.2,+
1983325,Solyc10g044910.2,Solyc12g009340.2,+
1983333,Solyc10g044910.2,Solyc12g011140.2,-
1983342,Solyc10g044910.2,Solyc12g014470.2,+
1983438,Solyc10g045180.1,Solyc10g074530.2,-
1983441,Solyc10g045180.1,Solyc10g080160.2,-
1983442,Solyc10g045180.1,Solyc10g081220.2,-
1983443,Solyc10g045180.1,Solyc10g081920.2,-
1983444,Solyc10g045180.1,Solyc10g084530.1,-
1983445,Solyc10g045180.1,Solyc10g085790.2,-
1983447,Solyc10g045180.1,Solyc11g005060.2,-
1983451,Solyc10g045180.1,Solyc11g008290.1,-
1983453,Solyc10g045180.1,Solyc11g011220.2,-
1983459,Solyc10g045180.1,Solyc11g022540.2,-
1983463,Solyc10g045180.1,Solyc11g045210.2,-
1983465,Solyc10g045180.1,Solyc11g068640.2,-
1983467,Solyc10g045180.1,Solyc11g071270.2,-
1983468,Solyc10g045180.1,Solyc11g071540.2,-
1983471,Solyc10g045180.1,Solyc11g072645.1,-
1983476,Solyc10g045180.1,Solyc12g013950.2,-
1983477,Solyc10g045180.1,Solyc12g014060.2,-
1983479,Solyc10g045180.1,Solyc12g019290.1,-
1983481,Solyc10g045180.1,Solyc12g043110.2,-
1983483,Solyc10g045180.1,Solyc12g099660.2,-
1983484,Solyc10g045270.2,Solyc10g049620.2,-
1983485,Solyc10g045270.2,Solyc10g076810.1,+
1983487,Solyc10g045270.2,Solyc10g082000.2,+
1983488,Solyc10g045270.2,Solyc10g083520.2,+
1983491,Solyc10g045270.2,Solyc11g007170.2,-
1983493,Solyc10g045270.2,Solyc11g007570.2,+
1983494,Solyc10g045270.2,Solyc11g012060.1,+
1983500,Solyc10g045270.2,Solyc11g068720.2,+
1983501,Solyc10g045270.2,Solyc11g073160.2,-
1983508,Solyc10g045270.2,Solyc12g020110.2,+
1983509,Solyc10g045270.2,Solyc12g042600.2,+
1983510,Solyc10g045270.2,Solyc12g087830.2,-
1983512,Solyc10g045270.2,Solyc12g088880.2,+
1983527,Solyc10g045350.2,Solyc10g081160.2,+
1983536,Solyc10g045350.2,Solyc10g085820.2,-
1983538,Solyc10g045350.2,Solyc10g086480.2,+
1983548,Solyc10g045350.2,Solyc11g007170.2,-
1983560,Solyc10g045350.2,Solyc11g012070.2,+
1983566,Solyc10g045350.2,Solyc11g018610.2,+
1983574,Solyc10g045350.2,Solyc11g042440.1,+
1983576,Solyc10g045350.2,Solyc11g045030.2,+
1983578,Solyc10g045350.2,Solyc11g065080.2,+
1983585,Solyc10g045350.2,Solyc11g069380.2,-
1983586,Solyc10g045350.2,Solyc11g069460.2,+
1983587,Solyc10g045350.2,Solyc11g071575.1,+
1983613,Solyc10g045350.2,Solyc12g087830.2,-
1983620,Solyc10g045350.2,Solyc12g098640.2,+
1983632,Solyc10g045457.1,Solyc10g046770.2,+
1983640,Solyc10g045457.1,Solyc10g085820.2,-
1984796,Solyc10g045600.2,Solyc10g049620.2,+
1984798,Solyc10g045600.2,Solyc10g055545.1,-
1984799,Solyc10g045600.2,Solyc10g055680.1,-
1984801,Solyc10g045600.2,Solyc10g079550.2,-
1984802,Solyc10g045600.2,Solyc10g080530.2,-
1984805,Solyc10g045600.2,Solyc10g084060.2,-
1984807,Solyc10g045600.2,Solyc10g084340.2,-
1984810,Solyc10g045600.2,Solyc10g085920.2,-
1984812,Solyc10g045600.2,Solyc10g086240.2,-
1984815,Solyc10g045600.2,Solyc11g007160.2,-
1984816,Solyc10g045600.2,Solyc11g008270.2,-
1984817,Solyc10g045600.2,Solyc11g008280.2,-
1984818,Solyc10g045600.2,Solyc11g010680.3,-
1984821,Solyc10g045600.2,Solyc11g011350.2,-
1984822,Solyc10g045600.2,Solyc11g012050.1,-
1984823,Solyc10g045600.2,Solyc11g012070.2,-
1984824,Solyc10g045600.2,Solyc11g012090.2,-
1984825,Solyc10g045600.2,Solyc11g012550.2,-
1984832,Solyc10g045600.2,Solyc11g040150.2,-
1984833,Solyc10g045600.2,Solyc11g044340.2,-
1984834,Solyc10g045600.2,Solyc11g062290.2,-
1984835,Solyc10g045600.2,Solyc11g065125.1,-
1984838,Solyc10g045600.2,Solyc11g071575.1,-
1984839,Solyc10g045600.2,Solyc11g073020.2,-
1984842,Solyc10g045600.2,Solyc12g006240.2,-
1984843,Solyc10g045600.2,Solyc12g006800.2,-
1984844,Solyc10g045600.2,Solyc12g007030.2,-
1984845,Solyc10g045600.2,Solyc12g009570.2,-
1984848,Solyc10g045600.2,Solyc12g011140.2,-
1984849,Solyc10g045600.2,Solyc12g017370.2,-
1984851,Solyc10g045600.2,Solyc12g038090.1,-
1984852,Solyc10g045600.2,Solyc12g043110.2,+
1984855,Solyc10g045600.2,Solyc12g056980.1,-
1984856,Solyc10g045600.2,Solyc12g057077.1,-
1984857,Solyc10g045600.2,Solyc12g057100.2,-
1984858,Solyc10g045600.2,Solyc12g076320.2,-
1984859,Solyc10g045600.2,Solyc12g088880.2,-
1984861,Solyc10g045600.2,Solyc12g100140.2,-
1985043,Solyc10g045640.2,Solyc10g079080.2,+
1985046,Solyc10g045640.2,Solyc10g081270.2,+
1985050,Solyc10g045640.2,Solyc10g084340.2,-
1985055,Solyc10g045640.2,Solyc10g086240.2,-
1985062,Solyc10g045640.2,Solyc11g006930.2,-
1985063,Solyc10g045640.2,Solyc11g007160.2,-
1985079,Solyc10g045640.2,Solyc11g040150.2,-
1985092,Solyc10g045640.2,Solyc11g070030.2,+
1985094,Solyc10g045640.2,Solyc11g072510.2,-
1985096,Solyc10g045640.2,Solyc12g005080.2,+
1985099,Solyc10g045640.2,Solyc12g006800.2,-
1985111,Solyc10g045640.2,Solyc12g010040.2,+
1985122,Solyc10g045640.2,Solyc12g017370.2,-
1985130,Solyc10g045640.2,Solyc12g044450.2,-
1985136,Solyc10g045640.2,Solyc12g088730.2,+
1985137,Solyc10g045640.2,Solyc12g094500.2,-
1985152,Solyc10g046770.2,Solyc10g080450.2,+
1985159,Solyc10g046770.2,Solyc10g085820.2,-
1985161,Solyc10g046770.2,Solyc10g086060.2,+
1985162,Solyc10g046770.2,Solyc10g086560.2,+
1985173,Solyc10g046770.2,Solyc11g039840.2,-
1985180,Solyc10g046770.2,Solyc12g009790.2,+
1985513,Solyc10g047000.2,Solyc10g047220.2,+
1985514,Solyc10g047000.2,Solyc10g050230.2,+
1985516,Solyc10g047000.2,Solyc10g080150.2,-
1985517,Solyc10g047000.2,Solyc10g080320.2,+
1985518,Solyc10g047000.2,Solyc10g085290.2,+
1985519,Solyc10g047000.2,Solyc11g012910.2,-
1985520,Solyc10g047000.2,Solyc11g065980.2,+
1985521,Solyc10g047000.2,Solyc11g073300.2,+
1985523,Solyc10g047000.2,Solyc12g010330.2,+
1985525,Solyc10g047000.2,Solyc12g014290.2,+
1985527,Solyc10g047000.2,Solyc12g040810.2,+
1985528,Solyc10g047000.2,Solyc12g062870.2,+
1985529,Solyc10g047000.2,Solyc12g096280.2,+
1985858,Solyc10g047210.1,Solyc10g055670.2,+
1985860,Solyc10g047220.2,Solyc10g080150.2,-
1985861,Solyc10g047220.2,Solyc10g080320.2,+
1985862,Solyc10g047220.2,Solyc10g081010.2,-
1985864,Solyc10g047220.2,Solyc11g005920.2,+
1985866,Solyc10g047220.2,Solyc11g073300.2,+
1985869,Solyc10g047220.2,Solyc12g056030.2,+
1985870,Solyc10g047220.2,Solyc12g062870.2,+
1985871,Solyc10g047220.2,Solyc12g094500.2,-
1985872,Solyc10g047320.2,Solyc10g047360.2,+
1985874,Solyc10g047320.2,Solyc11g010690.2,+
1985875,Solyc10g047320.2,Solyc11g069010.2,+
1986130,Solyc10g047360.2,Solyc11g018680.1,+
1986132,Solyc10g047360.2,Solyc11g069620.2,+
1986133,Solyc10g047360.2,Solyc11g071230.2,+
1986134,Solyc10g047360.2,Solyc11g071995.1,+
1986135,Solyc10g047360.2,Solyc12g014410.2,+
1986136,Solyc10g047360.2,Solyc12g014610.2,+
1986137,Solyc10g047360.2,Solyc12g040460.2,+
1986138,Solyc10g047360.2,Solyc12g042250.2,+
1986139,Solyc10g047360.2,Solyc12g087830.2,-
1986458,Solyc10g047630.2,Solyc10g083790.2,+
1986460,Solyc10g047630.2,Solyc11g005060.2,+
1986461,Solyc10g047630.2,Solyc11g005920.2,+
1986465,Solyc10g047630.2,Solyc11g069530.2,+
1986467,Solyc10g047630.2,Solyc12g007130.2,+
1986474,Solyc10g047630.2,Solyc12g094500.2,-
1987270,Solyc10g047960.2,Solyc12g055850.2,+
1989217,Solyc10g049620.2,Solyc10g055545.1,-
1989218,Solyc10g049620.2,Solyc10g055680.1,-
1989219,Solyc10g049620.2,Solyc10g078600.2,-
1989220,Solyc10g049620.2,Solyc10g080530.2,-
1989222,Solyc10g049620.2,Solyc10g084060.2,-
1989224,Solyc10g049620.2,Solyc10g084340.2,-
1989225,Solyc10g049620.2,Solyc10g084770.2,-
1989228,Solyc10g049620.2,Solyc10g085920.2,-
1989229,Solyc10g049620.2,Solyc10g086240.2,-
1989230,Solyc10g049620.2,Solyc11g007160.2,-
1989231,Solyc10g049620.2,Solyc11g007570.2,-
1989232,Solyc10g049620.2,Solyc11g008270.2,-
1989233,Solyc10g049620.2,Solyc11g010680.3,-
1989235,Solyc10g049620.2,Solyc11g011350.2,-
1989236,Solyc10g049620.2,Solyc11g012050.1,-
1989237,Solyc10g049620.2,Solyc11g012070.2,-
1989238,Solyc10g049620.2,Solyc11g012090.2,-
1989239,Solyc10g049620.2,Solyc11g012550.2,-
1989243,Solyc10g049620.2,Solyc11g040150.2,-
1989244,Solyc10g049620.2,Solyc11g062290.2,-
1989245,Solyc10g049620.2,Solyc11g065080.2,-
1989246,Solyc10g049620.2,Solyc11g065125.1,-
1989247,Solyc10g049620.2,Solyc11g069040.3,-
1989248,Solyc10g049620.2,Solyc11g069460.2,-
1989250,Solyc10g049620.2,Solyc11g071575.1,-
1989251,Solyc10g049620.2,Solyc11g073020.2,-
1989254,Solyc10g049620.2,Solyc12g006240.2,-
1989255,Solyc10g049620.2,Solyc12g006800.2,-
1989256,Solyc10g049620.2,Solyc12g007030.2,-
1989257,Solyc10g049620.2,Solyc12g009570.2,-
1989258,Solyc10g049620.2,Solyc12g010060.2,-
1989259,Solyc10g049620.2,Solyc12g011140.2,-
1989260,Solyc10g049620.2,Solyc12g017370.2,-
1989261,Solyc10g049620.2,Solyc12g019070.1,-
1989262,Solyc10g049620.2,Solyc12g038090.1,-
1989264,Solyc10g049620.2,Solyc12g043110.2,+
1989265,Solyc10g049620.2,Solyc12g057077.1,-
1989266,Solyc10g049620.2,Solyc12g057100.2,-
1989267,Solyc10g049620.2,Solyc12g076320.2,-
1989268,Solyc10g049620.2,Solyc12g088880.2,-
1989979,Solyc10g050230.2,Solyc10g050860.2,+
1989980,Solyc10g050230.2,Solyc11g012910.2,-
1989981,Solyc10g050230.2,Solyc11g065980.2,+
1989983,Solyc10g050230.2,Solyc12g040810.2,+
1991343,Solyc10g050860.2,Solyc11g065980.2,+
1991344,Solyc10g050860.2,Solyc12g044720.2,+
1991345,Solyc10g050860.2,Solyc12g098940.2,+
1993180,Solyc10g051350.2,Solyc11g007170.2,-
1997458,Solyc10g055545.1,Solyc10g076810.1,+
1997463,Solyc10g055545.1,Solyc10g085820.2,-
1997469,Solyc10g055545.1,Solyc11g007170.2,-
1997471,Solyc10g055545.1,Solyc11g008270.2,+
1997472,Solyc10g055545.1,Solyc11g008290.1,-
1997473,Solyc10g055545.1,Solyc11g010430.2,-
1997476,Solyc10g055545.1,Solyc11g012550.2,+
1997479,Solyc10g055545.1,Solyc11g062290.2,+
1997485,Solyc10g055545.1,Solyc12g043110.2,-
1997493,Solyc10g055545.1,Solyc12g099770.2,-
1997637,Solyc10g055670.2,Solyc11g005330.2,+
1997638,Solyc10g055670.2,Solyc11g006520.2,+
1997639,Solyc10g055670.2,Solyc11g065750.2,+
1997640,Solyc10g055670.2,Solyc12g040810.2,+
1997641,Solyc10g055670.2,Solyc12g098675.1,+
1997643,Solyc10g055680.1,Solyc10g081220.2,-
1997644,Solyc10g055680.1,Solyc10g081920.2,-
1997645,Solyc10g055680.1,Solyc10g084530.1,-
1997646,Solyc10g055680.1,Solyc11g008290.1,-
1997647,Solyc10g055680.1,Solyc11g010190.1,-
1997648,Solyc10g055680.1,Solyc11g011220.2,-
1997649,Solyc10g055680.1,Solyc11g065125.1,+
1997650,Solyc10g055680.1,Solyc12g038090.1,+
1997651,Solyc10g055680.1,Solyc12g087830.2,-
1998133,Solyc10g061970.2,Solyc10g074590.2,-
1998139,Solyc10g061970.2,Solyc10g080150.2,+
1998141,Solyc10g061970.2,Solyc10g080770.2,-
1998142,Solyc10g061970.2,Solyc10g080930.2,-
1998152,Solyc10g061970.2,Solyc10g085820.2,-
1998156,Solyc10g061970.2,Solyc11g005920.2,-
1998162,Solyc10g061970.2,Solyc11g007170.2,-
1998169,Solyc10g061970.2,Solyc11g011780.2,-
1998181,Solyc10g061970.2,Solyc11g039840.2,-
1998191,Solyc10g061970.2,Solyc11g069530.2,-
1998196,Solyc10g061970.2,Solyc11g073300.2,-
1998213,Solyc10g061970.2,Solyc12g042380.2,-
1998217,Solyc10g061970.2,Solyc12g056030.2,-
1998221,Solyc10g061970.2,Solyc12g062870.2,-
1998227,Solyc10g061970.2,Solyc12g098980.2,-
1998232,Solyc10g062330.1,Solyc11g021310.1,+
1998233,Solyc10g062330.1,Solyc11g061980.1,+
1998234,Solyc10g062330.1,Solyc12g056730.1,+
1998235,Solyc10g062330.1,Solyc12g062810.1,+
1998554,Solyc10g074530.2,Solyc11g066910.2,+
1998592,Solyc10g074590.2,Solyc10g079550.2,-
1998593,Solyc10g074590.2,Solyc10g080150.2,-
1998594,Solyc10g074590.2,Solyc10g084340.2,-
1998595,Solyc10g074590.2,Solyc10g085790.2,+
1998596,Solyc10g074590.2,Solyc11g040150.2,-
1998597,Solyc10g074590.2,Solyc11g069320.1,+
1998598,Solyc10g074590.2,Solyc12g011140.2,-
1998599,Solyc10g074590.2,Solyc12g094500.2,-
1998866,Solyc10g074710.2,Solyc10g080390.2,+
1998867,Solyc10g074710.2,Solyc10g081160.2,+
1998870,Solyc10g074710.2,Solyc10g083190.2,+
1998874,Solyc10g074710.2,Solyc10g085820.2,-
1998876,Solyc10g074710.2,Solyc11g005770.2,+
1998881,Solyc10g074710.2,Solyc11g007170.2,-
1998889,Solyc10g074710.2,Solyc11g011010.1,+
1998897,Solyc10g074710.2,Solyc11g027880.2,+
1998899,Solyc10g074710.2,Solyc11g042440.1,+
1998901,Solyc10g074710.2,Solyc11g045030.2,+
1998907,Solyc10g074710.2,Solyc11g069380.2,-
1998908,Solyc10g074710.2,Solyc11g069810.2,+
1998909,Solyc10g074710.2,Solyc11g072180.2,+
1998910,Solyc10g074710.2,Solyc11g072240.2,+
1998911,Solyc10g074710.2,Solyc11g073050.2,+
1998914,Solyc10g074710.2,Solyc12g005050.2,+
1998926,Solyc10g074710.2,Solyc12g056030.2,-
1998927,Solyc10g074710.2,Solyc12g056220.2,+
1998929,Solyc10g074710.2,Solyc12g056770.2,+
1998931,Solyc10g074710.2,Solyc12g087810.2,-
1998932,Solyc10g074710.2,Solyc12g087830.2,-
1998937,Solyc10g074710.2,Solyc12g095760.2,+
2001325,Solyc10g076240.2,Solyc10g076940.2,+
2001329,Solyc10g076240.2,Solyc10g080130.2,+
2001330,Solyc10g076240.2,Solyc10g080250.1,+
2001334,Solyc10g076240.2,Solyc10g080560.2,+
2001338,Solyc10g076240.2,Solyc10g081790.1,+
2001346,Solyc10g076240.2,Solyc10g084910.2,+
2001347,Solyc10g076240.2,Solyc10g086100.2,+
2001354,Solyc10g076240.2,Solyc11g005860.2,+
2001355,Solyc10g076240.2,Solyc11g006090.2,+
2001365,Solyc10g076240.2,Solyc11g008560.2,+
2001369,Solyc10g076240.2,Solyc11g010790.1,+
2001370,Solyc10g076240.2,Solyc11g011330.2,+
2001372,Solyc10g076240.2,Solyc11g011750.1,+
2001373,Solyc10g076240.2,Solyc11g011840.2,-
2001379,Solyc10g076240.2,Solyc11g021140.1,+
2001380,Solyc10g076240.2,Solyc11g044540.2,-
2001381,Solyc10g076240.2,Solyc11g045410.1,+
2001385,Solyc10g076240.2,Solyc11g061980.1,+
2001392,Solyc10g076240.2,Solyc11g069380.2,-
2001405,Solyc10g076240.2,Solyc12g006110.2,+
2001413,Solyc10g076240.2,Solyc12g010380.2,-
2001416,Solyc10g076240.2,Solyc12g017400.2,+
2001421,Solyc10g076240.2,Solyc12g039080.2,-
2001422,Solyc10g076240.2,Solyc12g042980.2,+
2001425,Solyc10g076240.2,Solyc12g055680.1,+
2001427,Solyc10g076240.2,Solyc12g056050.1,+
2001432,Solyc10g076240.2,Solyc12g062810.1,+
2001434,Solyc10g076240.2,Solyc12g087810.2,-
2001435,Solyc10g076240.2,Solyc12g087830.2,-
2001437,Solyc10g076240.2,Solyc12g088350.2,+
2001439,Solyc10g076240.2,Solyc12g089130.2,+
2001443,Solyc10g076240.2,Solyc12g096480.1,+
2002282,Solyc10g076510.2,Solyc10g085920.2,-
2002284,Solyc10g076510.2,Solyc10g086240.2,-
2002292,Solyc10g076510.2,Solyc11g044340.2,-
2002293,Solyc10g076510.2,Solyc11g065125.1,-
2002294,Solyc10g076510.2,Solyc11g069620.2,-
2002298,Solyc10g076510.2,Solyc12g006240.2,-
2002299,Solyc10g076510.2,Solyc12g006800.2,-
2002303,Solyc10g076510.2,Solyc12g017370.2,-
2002304,Solyc10g076510.2,Solyc12g019070.1,-
2002306,Solyc10g076510.2,Solyc12g056980.1,-
2002308,Solyc10g076510.2,Solyc12g100140.2,-
2003192,Solyc10g076810.1,Solyc10g079750.2,+
2003194,Solyc10g076810.1,Solyc11g009090.2,+
2003195,Solyc10g076810.1,Solyc11g012550.2,+
2003197,Solyc10g076810.1,Solyc11g062290.2,+
2003198,Solyc10g076810.1,Solyc11g065660.2,+
2003199,Solyc10g076810.1,Solyc11g068720.2,+
2003201,Solyc10g076810.1,Solyc12g020110.2,+
2003204,Solyc10g076810.1,Solyc12g099560.2,+
2003600,Solyc10g076940.2,Solyc10g080130.2,+
2003601,Solyc10g076940.2,Solyc10g080250.1,+
2003604,Solyc10g076940.2,Solyc10g080560.2,+
2003609,Solyc10g076940.2,Solyc10g081790.1,+
2003618,Solyc10g076940.2,Solyc10g084910.2,+
2003621,Solyc10g076940.2,Solyc10g086100.2,+
2003626,Solyc10g076940.2,Solyc11g005860.2,+
2003628,Solyc10g076940.2,Solyc11g006090.2,+
2003636,Solyc10g076940.2,Solyc11g008560.2,+
2003640,Solyc10g076940.2,Solyc11g010790.1,+
2003642,Solyc10g076940.2,Solyc11g011330.2,+
2003644,Solyc10g076940.2,Solyc11g011750.1,+
2003645,Solyc10g076940.2,Solyc11g011840.2,-
2003652,Solyc10g076940.2,Solyc11g021140.1,+
2003654,Solyc10g076940.2,Solyc11g044540.2,-
2003655,Solyc10g076940.2,Solyc11g045410.1,+
2003658,Solyc10g076940.2,Solyc11g061980.1,+
2003664,Solyc10g076940.2,Solyc11g069380.2,-
2003668,Solyc10g076940.2,Solyc11g072550.2,+
2003674,Solyc10g076940.2,Solyc12g006110.2,+
2003682,Solyc10g076940.2,Solyc12g010380.2,-
2003688,Solyc10g076940.2,Solyc12g017400.2,+
2003693,Solyc10g076940.2,Solyc12g036550.2,+
2003695,Solyc10g076940.2,Solyc12g039080.2,-
2003697,Solyc10g076940.2,Solyc12g042980.2,+
2003698,Solyc10g076940.2,Solyc12g049320.2,+
2003701,Solyc10g076940.2,Solyc12g055680.1,+
2003703,Solyc10g076940.2,Solyc12g056050.1,+
2003706,Solyc10g076940.2,Solyc12g056730.1,+
2003711,Solyc10g076940.2,Solyc12g062810.1,+
2003712,Solyc10g076940.2,Solyc12g070270.2,-
2003713,Solyc10g076940.2,Solyc12g087810.2,-
2003714,Solyc10g076940.2,Solyc12g087830.2,-
2003716,Solyc10g076940.2,Solyc12g088350.2,+
2003719,Solyc10g076940.2,Solyc12g096480.1,+
2005025,Solyc10g078240.2,Solyc10g080530.2,-
2005468,Solyc10g078450.2,Solyc10g084060.2,-
2005469,Solyc10g078450.2,Solyc11g007690.2,-
2005470,Solyc10g078450.2,Solyc11g040150.2,-
2005472,Solyc10g078450.2,Solyc12g017370.2,-
2005770,Solyc10g078570.1,Solyc11g012060.1,+
2005771,Solyc10g078570.1,Solyc12g006240.2,+
2005773,Solyc10g078570.1,Solyc12g087830.2,-
2005774,Solyc10g078570.1,Solyc12g088880.2,+
2005777,Solyc10g078600.2,Solyc10g081220.2,-
2005778,Solyc10g078600.2,Solyc10g084530.1,-
2005780,Solyc10g078600.2,Solyc11g007570.2,+
2005781,Solyc10g078600.2,Solyc11g010190.1,-
2005782,Solyc10g078600.2,Solyc11g011220.2,-
2005790,Solyc10g078600.2,Solyc12g039080.2,-
2005791,Solyc10g078600.2,Solyc12g042177.1,-
2005792,Solyc10g078600.2,Solyc12g056460.2,+
2005793,Solyc10g078600.2,Solyc12g087830.2,-
2005794,Solyc10g078600.2,Solyc12g088880.2,+
2006158,Solyc10g078830.2,Solyc11g018560.2,+
2006165,Solyc10g078830.2,Solyc12g008760.2,+
2006692,Solyc10g078960.2,Solyc10g080590.2,+
2006694,Solyc10g078960.2,Solyc10g083165.1,+
2006695,Solyc10g078960.2,Solyc10g086020.2,+
2006696,Solyc10g078960.2,Solyc11g007640.1,+
2006699,Solyc10g078960.2,Solyc11g068420.2,+
2006700,Solyc10g078960.2,Solyc12g039120.2,+
2006701,Solyc10g078960.2,Solyc12g056770.2,+
2006728,Solyc10g079000.1,Solyc11g013460.2,+
2006731,Solyc10g079000.1,Solyc11g018560.2,+
2006758,Solyc10g079000.1,Solyc12g088730.2,+
2007028,Solyc10g079080.2,Solyc10g081270.2,+
2007040,Solyc10g079080.2,Solyc11g007160.2,-
2007063,Solyc10g079080.2,Solyc11g072510.2,-
2007088,Solyc10g079080.2,Solyc12g044450.2,-
2007090,Solyc10g079080.2,Solyc12g049390.2,-
2007092,Solyc10g079080.2,Solyc12g056800.2,-
2007231,Solyc10g079260.2,Solyc11g007160.2,-
2007937,Solyc10g079490.2,Solyc11g010690.2,+
2007945,Solyc10g079490.2,Solyc12g014410.2,+
2007952,Solyc10g079490.2,Solyc12g099830.2,+
2007954,Solyc10g079550.2,Solyc10g080230.2,-
2007955,Solyc10g079550.2,Solyc10g080320.2,-
2007956,Solyc10g079550.2,Solyc10g080770.2,-
2007960,Solyc10g079550.2,Solyc10g083790.2,-
2007963,Solyc10g079550.2,Solyc10g085790.2,-
2007964,Solyc10g079550.2,Solyc10g085820.2,-
2007966,Solyc10g079550.2,Solyc10g085990.2,-
2007967,Solyc10g079550.2,Solyc11g005060.2,-
2007968,Solyc10g079550.2,Solyc11g005330.2,-
2007970,Solyc10g079550.2,Solyc11g005910.2,-
2007971,Solyc10g079550.2,Solyc11g005920.2,-
2007973,Solyc10g079550.2,Solyc11g006520.2,-
2007975,Solyc10g079550.2,Solyc11g006660.2,-
2007979,Solyc10g079550.2,Solyc11g007170.2,-
2007982,Solyc10g079550.2,Solyc11g008020.2,-
2007983,Solyc10g079550.2,Solyc11g008290.1,-
2007984,Solyc10g079550.2,Solyc11g008430.2,-
2007989,Solyc10g079550.2,Solyc11g011780.2,-
2008000,Solyc10g079550.2,Solyc11g039840.2,-
2008002,Solyc10g079550.2,Solyc11g045210.2,-
2008003,Solyc10g079550.2,Solyc11g064950.2,-
2008005,Solyc10g079550.2,Solyc11g065750.2,-
2008007,Solyc10g079550.2,Solyc11g068640.2,-
