,Gene1,Gene2,Direction
23447,Solyc00g063110.3,Solyc05g046000.3,+
23449,Solyc00g063110.3,Solyc05g050420.1,+
23454,Solyc00g063110.3,Solyc05g051220.3,+
23456,Solyc00g063110.3,Solyc05g051610.2,+
23464,Solyc00g063110.3,Solyc05g053190.3,-
23469,Solyc00g063110.3,Solyc05g054350.3,-
23471,Solyc00g063110.3,Solyc05g054795.1,+
23479,Solyc00g063110.3,Solyc06g005620.3,+
23495,Solyc00g063110.3,Solyc06g050140.1,+
23498,Solyc00g063110.3,Solyc06g051160.3,-
23503,Solyc00g063110.3,Solyc06g053920.3,-
23510,Solyc00g063110.3,Solyc06g060500.1,+
23517,Solyc00g063110.3,Solyc06g064970.3,+
23518,Solyc00g063110.3,Solyc06g064980.3,+
23520,Solyc00g063110.3,Solyc06g065010.3,+
23522,Solyc00g063110.3,Solyc06g065270.3,-
23530,Solyc00g063110.3,Solyc06g067860.3,+
23532,Solyc00g063110.3,Solyc06g069045.1,+
23537,Solyc00g063110.3,Solyc06g071060.1,+
23540,Solyc00g063110.3,Solyc06g071790.3,-
23543,Solyc00g063110.3,Solyc06g072880.2,+
23544,Solyc00g063110.3,Solyc06g073165.1,+
23545,Solyc00g063110.3,Solyc06g073560.3,+
23546,Solyc00g063110.3,Solyc06g073585.1,+
23553,Solyc00g063110.3,Solyc06g075555.1,+
23558,Solyc00g063110.3,Solyc06g082730.2,+
23569,Solyc00g063110.3,Solyc07g006750.3,+
23579,Solyc00g063110.3,Solyc07g009435.1,+
23589,Solyc00g063110.3,Solyc07g042550.3,+
23590,Solyc00g063110.3,Solyc07g043150.1,+
23593,Solyc00g063110.3,Solyc07g045310.3,-
23603,Solyc00g063110.3,Solyc07g054130.2,+
23606,Solyc00g063110.3,Solyc07g055350.3,+
23609,Solyc00g063110.3,Solyc07g055625.1,+
23612,Solyc00g063110.3,Solyc07g056090.1,+
23615,Solyc00g063110.3,Solyc07g063530.3,-
23616,Solyc00g063110.3,Solyc07g063810.2,+
23619,Solyc00g063110.3,Solyc07g065400.3,-
23620,Solyc00g063110.3,Solyc07g065660.3,+
23621,Solyc00g063110.3,Solyc07g066460.3,-
23631,Solyc00g063110.3,Solyc08g007560.2,+
23634,Solyc00g063110.3,Solyc08g008440.2,+
23635,Solyc00g063110.3,Solyc08g014050.2,+
23637,Solyc00g063110.3,Solyc08g014330.3,+
23640,Solyc00g063110.3,Solyc08g061060.2,+
23641,Solyc00g063110.3,Solyc08g061920.2,+
23642,Solyc00g063110.3,Solyc08g062570.1,+
23643,Solyc00g063110.3,Solyc08g062610.3,-
23649,Solyc00g063110.3,Solyc08g067700.1,+
23652,Solyc00g063110.3,Solyc08g068640.4,+
23658,Solyc00g063110.3,Solyc08g074270.3,-
23665,Solyc00g063110.3,Solyc08g077010.1,+
23668,Solyc00g063110.3,Solyc08g079720.3,+
23669,Solyc00g063110.3,Solyc08g079970.1,+
23671,Solyc00g063110.3,Solyc08g080550.1,-
23672,Solyc00g063110.3,Solyc08g081350.2,+
23676,Solyc00g063110.3,Solyc09g005210.3,+
23678,Solyc00g063110.3,Solyc09g007640.3,+
23682,Solyc00g063110.3,Solyc09g008920.3,-
23684,Solyc00g063110.3,Solyc09g009390.3,+
23685,Solyc00g063110.3,Solyc09g009520.3,+
23687,Solyc00g063110.3,Solyc09g010450.1,-
23690,Solyc00g063110.3,Solyc09g011500.3,+
23691,Solyc00g063110.3,Solyc09g011510.2,+
23692,Solyc00g063110.3,Solyc09g011520.3,+
23694,Solyc00g063110.3,Solyc09g011570.3,+
23695,Solyc00g063110.3,Solyc09g011630.3,+
23697,Solyc00g063110.3,Solyc09g014710.3,+
23700,Solyc00g063110.3,Solyc09g015440.1,+
23713,Solyc00g063110.3,Solyc09g065920.3,-
23714,Solyc00g063110.3,Solyc09g066250.1,+
23716,Solyc00g063110.3,Solyc09g066270.3,+
23717,Solyc00g063110.3,Solyc09g066310.3,+
23725,Solyc00g063110.3,Solyc09g082480.2,+
23732,Solyc00g063110.3,Solyc09g089790.3,+
23737,Solyc00g063110.3,Solyc09g090790.3,+
23742,Solyc00g063110.3,Solyc09g091840.3,+
23744,Solyc00g063110.3,Solyc09g097960.3,+
23745,Solyc00g063110.3,Solyc09g097965.1,+
23747,Solyc00g063110.3,Solyc09g098040.3,-
23751,Solyc00g063110.3,Solyc09g098590.3,-
23755,Solyc00g063110.3,Solyc10g005380.3,+
23760,Solyc00g063110.3,Solyc10g006720.3,+
23766,Solyc00g063110.3,Solyc10g009483.1,+
23768,Solyc00g063110.3,Solyc10g017510.3,+
23782,Solyc00g063110.3,Solyc10g076240.2,+
23786,Solyc00g063110.3,Solyc10g076940.2,+
23790,Solyc00g063110.3,Solyc10g080130.2,+
23791,Solyc00g063110.3,Solyc10g080250.1,+
23794,Solyc00g063110.3,Solyc10g080560.2,+
23798,Solyc00g063110.3,Solyc10g081790.1,+
23807,Solyc00g063110.3,Solyc10g084910.2,+
23808,Solyc00g063110.3,Solyc10g086100.2,+
23816,Solyc00g063110.3,Solyc11g005860.2,+
23817,Solyc00g063110.3,Solyc11g006090.2,+
23827,Solyc00g063110.3,Solyc11g008560.2,+
23831,Solyc00g063110.3,Solyc11g010790.1,+
23833,Solyc00g063110.3,Solyc11g011330.2,+
23835,Solyc00g063110.3,Solyc11g011750.1,+
23836,Solyc00g063110.3,Solyc11g011840.2,-
23842,Solyc00g063110.3,Solyc11g021140.1,+
23844,Solyc00g063110.3,Solyc11g044540.2,-
23845,Solyc00g063110.3,Solyc11g045410.1,+
23855,Solyc00g063110.3,Solyc11g069380.2,-
23860,Solyc00g063110.3,Solyc11g073160.2,-
23867,Solyc00g063110.3,Solyc12g006110.2,+
23868,Solyc00g063110.3,Solyc12g006560.2,+
23877,Solyc00g063110.3,Solyc12g010380.2,-
23882,Solyc00g063110.3,Solyc12g017400.2,+
23888,Solyc00g063110.3,Solyc12g036550.2,+
23890,Solyc00g063110.3,Solyc12g039080.2,-
23892,Solyc00g063110.3,Solyc12g042980.2,+
23894,Solyc00g063110.3,Solyc12g049320.2,+
23896,Solyc00g063110.3,Solyc12g055680.1,+
23898,Solyc00g063110.3,Solyc12g056050.1,+
23899,Solyc00g063110.3,Solyc12g056730.1,+
23904,Solyc00g063110.3,Solyc12g062810.1,+
23906,Solyc00g063110.3,Solyc12g070270.2,-
23907,Solyc00g063110.3,Solyc12g087810.2,-
23908,Solyc00g063110.3,Solyc12g087830.2,-
23911,Solyc00g063110.3,Solyc12g088350.2,+
23914,Solyc00g063110.3,Solyc12g096480.1,+
23926,Solyc00g072100.3,Solyc01g006280.3,+
23935,Solyc00g072100.3,Solyc01g065710.3,+
23941,Solyc00g072100.3,Solyc01g081060.3,-
23944,Solyc00g072100.3,Solyc01g087640.3,-
23958,Solyc00g072100.3,Solyc01g098725.1,-
23984,Solyc00g072100.3,Solyc01g110643.1,-
23986,Solyc00g072100.3,Solyc01g111250.3,-
23998,Solyc00g072100.3,Solyc02g062710.1,-
24000,Solyc00g072100.3,Solyc02g067840.3,-
24002,Solyc00g072100.3,Solyc02g069240.1,-
24008,Solyc00g072100.3,Solyc02g071980.3,-
24013,Solyc00g072100.3,Solyc02g078720.3,+
24033,Solyc00g072100.3,Solyc02g090840.3,-
24043,Solyc00g072100.3,Solyc02g094320.3,+
24044,Solyc00g072100.3,Solyc02g094390.3,+
24054,Solyc00g072100.3,Solyc03g031680.3,+
24059,Solyc00g072100.3,Solyc03g044430.3,-
24079,Solyc00g072100.3,Solyc03g110930.3,-
24087,Solyc00g072100.3,Solyc03g113990.3,-
24088,Solyc00g072100.3,Solyc03g114970.3,+
24092,Solyc00g072100.3,Solyc03g117675.1,-
24097,Solyc00g072100.3,Solyc03g121540.3,-
24101,Solyc00g072100.3,Solyc03g123830.3,+
24104,Solyc00g072100.3,Solyc04g009550.3,+
24111,Solyc00g072100.3,Solyc04g056640.1,+
24116,Solyc00g072100.3,Solyc04g071160.3,-
24117,Solyc00g072100.3,Solyc04g071560.3,+
24137,Solyc00g072100.3,Solyc05g009330.3,+
24154,Solyc00g072100.3,Solyc05g050900.3,+
24160,Solyc00g072100.3,Solyc05g055170.3,+
24164,Solyc00g072100.3,Solyc06g008710.2,+
24165,Solyc00g072100.3,Solyc06g009830.3,-
24170,Solyc00g072100.3,Solyc06g043100.1,-
24188,Solyc00g072100.3,Solyc06g068330.1,-
24193,Solyc00g072100.3,Solyc06g071390.3,+
24196,Solyc00g072100.3,Solyc06g072980.3,-
24198,Solyc00g072100.3,Solyc06g075010.3,+
24199,Solyc00g072100.3,Solyc06g075180.1,+
24213,Solyc00g072100.3,Solyc07g006960.3,+
24214,Solyc00g072100.3,Solyc07g016170.3,+
24216,Solyc00g072100.3,Solyc07g022910.3,-
24217,Solyc00g072100.3,Solyc07g039510.3,+
24223,Solyc00g072100.3,Solyc07g049165.1,+
24227,Solyc00g072100.3,Solyc07g053430.3,+
24233,Solyc00g072100.3,Solyc07g061970.3,+
24236,Solyc00g072100.3,Solyc07g062300.3,+
24252,Solyc00g072100.3,Solyc08g005405.1,+
24255,Solyc00g072100.3,Solyc08g006890.3,+
24277,Solyc00g072100.3,Solyc08g077350.3,+
24279,Solyc00g072100.3,Solyc08g080940.3,-
24283,Solyc00g072100.3,Solyc08g082980.2,-
24291,Solyc00g072100.3,Solyc09g007530.3,-
24293,Solyc00g072100.3,Solyc09g009040.3,+
24298,Solyc00g072100.3,Solyc09g047930.1,+
24305,Solyc00g072100.3,Solyc09g082780.3,+
24313,Solyc00g072100.3,Solyc10g006710.3,-
24320,Solyc00g072100.3,Solyc10g045457.1,+
24327,Solyc00g072100.3,Solyc10g080390.2,+
24328,Solyc00g072100.3,Solyc10g081160.2,+
24335,Solyc00g072100.3,Solyc10g085320.2,+
24336,Solyc00g072100.3,Solyc10g085820.2,-
24343,Solyc00g072100.3,Solyc11g007170.2,-
24350,Solyc00g072100.3,Solyc11g011010.1,+
24362,Solyc00g072100.3,Solyc11g065090.2,-
24372,Solyc00g072100.3,Solyc12g005050.2,+
24389,Solyc00g072100.3,Solyc12g042380.2,-
24391,Solyc00g072100.3,Solyc12g049390.2,+
24392,Solyc00g072100.3,Solyc12g056030.2,-
24399,Solyc00g072100.3,Solyc12g096540.2,+
24400,Solyc00g072100.3,Solyc12g098370.2,+
28568,Solyc00g127660.3,Solyc01g007900.3,+
28570,Solyc00g127660.3,Solyc01g008290.3,+
28571,Solyc00g127660.3,Solyc01g008990.3,+
28579,Solyc00g127660.3,Solyc01g095670.3,-
28580,Solyc00g127660.3,Solyc01g096800.3,+
28583,Solyc00g127660.3,Solyc01g106260.3,+
28604,Solyc00g127660.3,Solyc02g072130.3,+
28606,Solyc00g127660.3,Solyc02g078360.3,+
28610,Solyc00g127660.3,Solyc02g082710.3,+
28635,Solyc00g127660.3,Solyc03g063320.3,+
28638,Solyc00g127660.3,Solyc03g096840.3,-
28640,Solyc00g127660.3,Solyc03g096960.3,+
28644,Solyc00g127660.3,Solyc03g111660.3,+
28653,Solyc00g127660.3,Solyc03g119170.3,+
28659,Solyc00g127660.3,Solyc03g123870.3,+
28661,Solyc00g127660.3,Solyc04g007610.3,+
28666,Solyc00g127660.3,Solyc04g045600.3,-
28677,Solyc00g127660.3,Solyc04g080190.3,-
28681,Solyc00g127660.3,Solyc04g082810.3,+
28690,Solyc00g127660.3,Solyc05g013170.2,+
28698,Solyc00g127660.3,Solyc05g048850.3,+
28700,Solyc00g127660.3,Solyc05g055070.3,+
28703,Solyc00g127660.3,Solyc05g056100.3,+
28704,Solyc00g127660.3,Solyc05g056250.3,+
28708,Solyc00g127660.3,Solyc06g053330.3,+
28715,Solyc00g127660.3,Solyc06g063230.3,-
28719,Solyc00g127660.3,Solyc06g069020.3,+
28745,Solyc00g127660.3,Solyc07g044840.3,+
28755,Solyc00g127660.3,Solyc08g005900.3,+
28766,Solyc00g127660.3,Solyc08g074410.3,+
28774,Solyc00g127660.3,Solyc09g005640.3,+
28780,Solyc00g127660.3,Solyc09g011360.3,+
28790,Solyc00g127660.3,Solyc09g065920.3,-
28791,Solyc00g127660.3,Solyc09g075010.3,+
28793,Solyc00g127660.3,Solyc09g083120.3,-
28802,Solyc00g127660.3,Solyc10g006020.3,+
28804,Solyc00g127660.3,Solyc10g006790.3,+
28824,Solyc00g127660.3,Solyc10g078830.2,+
28826,Solyc00g127660.3,Solyc10g080320.2,+
28828,Solyc00g127660.3,Solyc10g083600.2,+
28833,Solyc00g127660.3,Solyc11g006660.2,+
28838,Solyc00g127660.3,Solyc11g012910.2,-
28852,Solyc00g127660.3,Solyc11g072510.2,-
28853,Solyc00g127660.3,Solyc12g005080.2,+
28859,Solyc00g127660.3,Solyc12g014230.2,+
28860,Solyc00g127660.3,Solyc12g026430.2,+
28868,Solyc00g127660.3,Solyc12g095880.2,+
28872,Solyc00g127660.3,Solyc12g098980.2,+
28873,Solyc00g127870.3,Solyc01g007070.3,-
28878,Solyc00g127870.3,Solyc01g081060.3,-
28881,Solyc00g127870.3,Solyc01g087640.3,-
28882,Solyc00g127870.3,Solyc01g087870.3,+
28896,Solyc00g127870.3,Solyc01g099920.3,-
28897,Solyc00g127870.3,Solyc01g100900.3,+
28899,Solyc00g127870.3,Solyc01g103450.3,-
28900,Solyc00g127870.3,Solyc01g103860.3,-
28926,Solyc00g127870.3,Solyc02g084770.3,+
28934,Solyc00g127870.3,Solyc02g090840.3,-
28936,Solyc00g127870.3,Solyc02g092940.3,+
28942,Solyc00g127870.3,Solyc03g044430.3,-
28947,Solyc00g127870.3,Solyc03g110930.3,-
28960,Solyc00g127870.3,Solyc04g007490.3,-
28971,Solyc00g127870.3,Solyc04g076010.3,-
28974,Solyc00g127870.3,Solyc04g082780.3,-
28975,Solyc00g127870.3,Solyc04g082930.2,-
28990,Solyc00g127870.3,Solyc05g056000.3,-
28993,Solyc00g127870.3,Solyc06g009830.3,-
28998,Solyc00g127870.3,Solyc06g048410.3,-
29008,Solyc00g127870.3,Solyc06g068330.1,-
29011,Solyc00g127870.3,Solyc06g073920.3,-
29013,Solyc00g127870.3,Solyc06g083220.3,-
29040,Solyc00g127870.3,Solyc08g075100.3,-
29042,Solyc00g127870.3,Solyc08g076480.3,-
29049,Solyc00g127870.3,Solyc09g015670.3,-
29054,Solyc00g127870.3,Solyc09g066440.3,+
29065,Solyc00g127870.3,Solyc10g083180.2,+
29068,Solyc00g127870.3,Solyc10g086060.2,+
29074,Solyc00g127870.3,Solyc11g010430.2,-
29076,Solyc00g127870.3,Solyc11g018610.2,+
29082,Solyc00g127870.3,Solyc11g073160.2,-
29083,Solyc00g127870.3,Solyc12g007230.2,+
29084,Solyc00g127870.3,Solyc12g009790.2,+
29091,Solyc00g127870.3,Solyc12g087830.2,-
29100,Solyc00g127870.3,Solyc12g099560.2,+
40238,Solyc01g005010.3,Solyc01g007900.3,-
40244,Solyc01g005010.3,Solyc01g065740.3,-
40245,Solyc01g005010.3,Solyc01g066050.3,-
40247,Solyc01g005010.3,Solyc01g073900.3,-
40248,Solyc01g005010.3,Solyc01g080040.3,-
40249,Solyc01g005010.3,Solyc01g080850.3,-
40260,Solyc01g005010.3,Solyc01g095200.3,-
40265,Solyc01g005010.3,Solyc01g099700.3,-
40267,Solyc01g005010.3,Solyc01g100170.3,-
40269,Solyc01g005010.3,Solyc01g103860.3,-
40270,Solyc01g005010.3,Solyc01g104070.3,-
40274,Solyc01g005010.3,Solyc01g106870.3,-
40277,Solyc01g005010.3,Solyc01g109410.3,-
40281,Solyc01g005010.3,Solyc01g112150.3,-
40285,Solyc01g005010.3,Solyc02g061980.3,-
40289,Solyc01g005010.3,Solyc02g062710.1,-
40292,Solyc01g005010.3,Solyc02g069020.3,+
40296,Solyc01g005010.3,Solyc02g071980.3,-
40299,Solyc01g005010.3,Solyc02g078350.3,-
40303,Solyc01g005010.3,Solyc02g080630.3,-
40304,Solyc01g005010.3,Solyc02g080800.3,-
40306,Solyc01g005010.3,Solyc02g083340.3,+
40307,Solyc01g005010.3,Solyc02g086880.3,-
40311,Solyc01g005010.3,Solyc02g087550.3,-
40315,Solyc01g005010.3,Solyc02g090840.3,-
40318,Solyc01g005010.3,Solyc02g092880.3,-
40321,Solyc01g005010.3,Solyc03g005050.3,-
40322,Solyc01g005010.3,Solyc03g006860.3,-
40324,Solyc01g005010.3,Solyc03g007320.3,-
40325,Solyc01g005010.3,Solyc03g019840.3,-
40328,Solyc01g005010.3,Solyc03g033580.3,-
40329,Solyc01g005010.3,Solyc03g034417.1,-
40338,Solyc01g005010.3,Solyc03g082400.3,-
40339,Solyc01g005010.3,Solyc03g082590.3,-
40347,Solyc01g005010.3,Solyc03g097675.1,-
40349,Solyc01g005010.3,Solyc03g098400.2,-
40350,Solyc01g005010.3,Solyc03g110930.3,-
40352,Solyc01g005010.3,Solyc03g112380.1,-
40353,Solyc01g005010.3,Solyc03g114100.1,+
40356,Solyc01g005010.3,Solyc03g116810.3,-
40358,Solyc01g005010.3,Solyc03g118670.3,-
40360,Solyc01g005010.3,Solyc03g119090.3,-
40361,Solyc01g005010.3,Solyc03g120010.3,-
40363,Solyc01g005010.3,Solyc03g121560.3,+
40367,Solyc01g005010.3,Solyc04g009655.1,-
40369,Solyc01g005010.3,Solyc04g014250.3,-
40371,Solyc01g005010.3,Solyc04g015370.3,-
40372,Solyc01g005010.3,Solyc04g017650.3,-
40379,Solyc01g005010.3,Solyc04g076060.3,-
40380,Solyc01g005010.3,Solyc04g076420.3,-
40381,Solyc01g005010.3,Solyc04g077600.3,-
40383,Solyc01g005010.3,Solyc04g077790.3,-
40385,Solyc01g005010.3,Solyc04g080190.3,+
40388,Solyc01g005010.3,Solyc04g081930.3,-
40394,Solyc01g005010.3,Solyc05g007290.2,-
40395,Solyc01g005010.3,Solyc05g008190.3,-
40399,Solyc01g005010.3,Solyc05g013030.1,-
40403,Solyc01g005010.3,Solyc05g018610.2,-
40406,Solyc01g005010.3,Solyc05g050680.3,-
40407,Solyc01g005010.3,Solyc05g052150.3,-
40409,Solyc01g005010.3,Solyc05g053780.3,-
40411,Solyc01g005010.3,Solyc05g054520.3,-
40413,Solyc01g005010.3,Solyc05g055770.3,-
40421,Solyc01g005010.3,Solyc06g051905.1,+
40422,Solyc01g005010.3,Solyc06g053300.3,-
40423,Solyc01g005010.3,Solyc06g053740.3,-
40426,Solyc01g005010.3,Solyc06g063070.3,-
40429,Solyc01g005010.3,Solyc06g068330.1,-
40430,Solyc01g005010.3,Solyc06g069180.3,-
40432,Solyc01g005010.3,Solyc06g069330.3,-
40433,Solyc01g005010.3,Solyc06g069490.3,-
40438,Solyc01g005010.3,Solyc06g073920.3,-
40441,Solyc01g005010.3,Solyc06g082370.3,-
40442,Solyc01g005010.3,Solyc06g084440.3,-
40446,Solyc01g005010.3,Solyc07g007230.3,-
40447,Solyc01g005010.3,Solyc07g008700.3,-
40449,Solyc01g005010.3,Solyc07g018180.2,+
40454,Solyc01g005010.3,Solyc07g047720.3,-
40457,Solyc01g005010.3,Solyc07g055210.3,-
40458,Solyc01g005010.3,Solyc07g055830.3,-
40460,Solyc01g005010.3,Solyc07g064800.3,-
40461,Solyc01g005010.3,Solyc07g065020.3,-
40462,Solyc01g005010.3,Solyc08g005070.3,-
40467,Solyc01g005010.3,Solyc08g015630.3,-
40469,Solyc01g005010.3,Solyc08g022120.3,-
40471,Solyc01g005010.3,Solyc08g065860.3,-
40477,Solyc01g005010.3,Solyc08g076920.3,-
40479,Solyc01g005010.3,Solyc08g077180.3,-
40480,Solyc01g005010.3,Solyc08g078370.3,-
40484,Solyc01g005010.3,Solyc08g081920.3,-
40486,Solyc01g005010.3,Solyc08g082980.2,-
40487,Solyc01g005010.3,Solyc08g083035.1,-
40490,Solyc01g005010.3,Solyc09g007290.3,-
40491,Solyc01g005010.3,Solyc09g007340.3,-
40492,Solyc01g005010.3,Solyc09g007490.3,-
40496,Solyc01g005010.3,Solyc09g011920.3,-
40497,Solyc01g005010.3,Solyc09g015670.3,-
40498,Solyc01g005010.3,Solyc09g015820.3,-
40501,Solyc01g005010.3,Solyc09g064380.3,-
40502,Solyc01g005010.3,Solyc09g064450.3,-
40504,Solyc01g005010.3,Solyc09g065520.3,-
40505,Solyc01g005010.3,Solyc09g065990.3,-
40506,Solyc01g005010.3,Solyc09g066500.3,-
40507,Solyc01g005010.3,Solyc09g072580.3,-
40511,Solyc01g005010.3,Solyc09g083120.3,+
40514,Solyc01g005010.3,Solyc09g098150.3,-
40515,Solyc01g005010.3,Solyc10g006050.3,-
40518,Solyc01g005010.3,Solyc10g007390.3,-
40519,Solyc01g005010.3,Solyc10g008130.3,-
40521,Solyc01g005010.3,Solyc10g017810.2,-
40523,Solyc01g005010.3,Solyc10g038120.2,-
40525,Solyc01g005010.3,Solyc10g044910.2,-
40527,Solyc01g005010.3,Solyc10g045600.2,-
40528,Solyc01g005010.3,Solyc10g045640.2,-
40529,Solyc01g005010.3,Solyc10g049620.2,-
40531,Solyc01g005010.3,Solyc10g079080.2,-
40534,Solyc01g005010.3,Solyc10g081220.2,-
40536,Solyc01g005010.3,Solyc10g084530.1,-
40539,Solyc01g005010.3,Solyc10g085790.2,-
40540,Solyc01g005010.3,Solyc10g085820.2,-
40546,Solyc01g005010.3,Solyc11g007170.2,-
40547,Solyc01g005010.3,Solyc11g008290.1,-
40549,Solyc01g005010.3,Solyc11g010190.1,-
40550,Solyc01g005010.3,Solyc11g011220.2,-
40559,Solyc01g005010.3,Solyc11g022540.2,-
40561,Solyc01g005010.3,Solyc11g045210.2,-
40563,Solyc01g005010.3,Solyc11g071270.2,-
40564,Solyc01g005010.3,Solyc11g072645.1,-
40565,Solyc01g005010.3,Solyc11g072740.1,-
40566,Solyc01g005010.3,Solyc11g073020.2,+
40568,Solyc01g005010.3,Solyc12g005080.2,-
40569,Solyc01g005010.3,Solyc12g008630.2,-
40571,Solyc01g005010.3,Solyc12g009340.2,-
40576,Solyc01g005010.3,Solyc12g019290.1,-
40579,Solyc01g005010.3,Solyc12g043110.2,-
40594,Solyc01g005010.3,Solyc12g099660.2,-
40596,Solyc01g005010.3,Solyc12g099770.2,-
43383,Solyc01g005090.3,Solyc01g008640.3,+
43391,Solyc01g005090.3,Solyc01g014270.3,-
43395,Solyc01g005090.3,Solyc01g057530.1,+
43398,Solyc01g005090.3,Solyc01g073670.3,+
43401,Solyc01g005090.3,Solyc01g073820.3,+
43403,Solyc01g005090.3,Solyc01g080230.3,+
43405,Solyc01g005090.3,Solyc01g080960.3,+
43406,Solyc01g005090.3,Solyc01g081270.2,+
43413,Solyc01g005090.3,Solyc01g091470.3,+
43419,Solyc01g005090.3,Solyc01g095830.3,+
43420,Solyc01g005090.3,Solyc01g095860.3,+
43423,Solyc01g005090.3,Solyc01g097920.3,+
43425,Solyc01g005090.3,Solyc01g099320.3,+
43438,Solyc01g005090.3,Solyc01g105070.3,+
43439,Solyc01g005090.3,Solyc01g105460.3,-
43440,Solyc01g005090.3,Solyc01g105750.1,+
43441,Solyc01g005090.3,Solyc01g105960.2,+
43456,Solyc01g005090.3,Solyc02g032620.1,+
43457,Solyc01g005090.3,Solyc02g038760.3,-
43461,Solyc01g005090.3,Solyc02g067430.3,+
43476,Solyc01g005090.3,Solyc02g072190.3,+
43481,Solyc01g005090.3,Solyc02g077680.3,-
43484,Solyc01g005090.3,Solyc02g079410.2,+
43489,Solyc01g005090.3,Solyc02g082170.2,+
43500,Solyc01g005090.3,Solyc02g090670.3,-
43501,Solyc01g005090.3,Solyc02g091030.3,-
43511,Solyc01g005090.3,Solyc03g005330.1,+
43512,Solyc01g005090.3,Solyc03g005640.1,+
43520,Solyc01g005090.3,Solyc03g007580.2,+
43524,Solyc01g005090.3,Solyc03g031450.3,+
43528,Solyc01g005090.3,Solyc03g032080.3,+
43533,Solyc01g005090.3,Solyc03g071850.1,+
43539,Solyc01g005090.3,Solyc03g083690.1,+
43540,Solyc01g005090.3,Solyc03g093270.3,+
43543,Solyc01g005090.3,Solyc03g096430.1,+
43544,Solyc01g005090.3,Solyc03g097410.1,+
43551,Solyc01g005090.3,Solyc03g113580.1,+
43558,Solyc01g005090.3,Solyc03g114640.3,-
43563,Solyc01g005090.3,Solyc03g116120.2,+
43566,Solyc01g005090.3,Solyc03g118540.3,+
43570,Solyc01g005090.3,Solyc03g122320.1,+
43578,Solyc01g005090.3,Solyc04g008150.2,+
43583,Solyc01g005090.3,Solyc04g008710.3,-
43584,Solyc01g005090.3,Solyc04g009280.1,+
43587,Solyc01g005090.3,Solyc04g009780.1,+
43588,Solyc01g005090.3,Solyc04g014540.2,+
43595,Solyc01g005090.3,Solyc04g016070.2,+
43605,Solyc01g005090.3,Solyc04g055130.1,+
43607,Solyc01g005090.3,Solyc04g055150.1,+
43609,Solyc01g005090.3,Solyc04g056440.2,+
43612,Solyc01g005090.3,Solyc04g071580.3,+
43614,Solyc01g005090.3,Solyc04g074170.2,+
43620,Solyc01g005090.3,Solyc04g077260.3,+
43628,Solyc01g005090.3,Solyc04g080250.3,+
43632,Solyc01g005090.3,Solyc04g082780.3,-
43633,Solyc01g005090.3,Solyc04g082860.2,+
43634,Solyc01g005090.3,Solyc04g082930.2,-
43638,Solyc01g005090.3,Solyc05g005840.3,+
43639,Solyc01g005090.3,Solyc05g005850.3,+
43640,Solyc01g005090.3,Solyc05g006310.2,+
43643,Solyc01g005090.3,Solyc05g007550.2,+
43649,Solyc01g005090.3,Solyc05g011970.3,+
43658,Solyc01g005090.3,Solyc05g017950.3,-
43659,Solyc01g005090.3,Solyc05g018920.1,+
43664,Solyc01g005090.3,Solyc05g046000.3,+
43666,Solyc01g005090.3,Solyc05g050420.1,+
43670,Solyc01g005090.3,Solyc05g051610.2,+
43674,Solyc01g005090.3,Solyc05g053190.3,-
43677,Solyc01g005090.3,Solyc05g054350.3,-
43679,Solyc01g005090.3,Solyc05g054795.1,+
43684,Solyc01g005090.3,Solyc06g005620.3,+
43698,Solyc01g005090.3,Solyc06g050140.1,+
43700,Solyc01g005090.3,Solyc06g051160.3,-
43702,Solyc01g005090.3,Solyc06g053920.3,-
43705,Solyc01g005090.3,Solyc06g060500.1,+
43712,Solyc01g005090.3,Solyc06g064970.3,+
43713,Solyc01g005090.3,Solyc06g064980.3,+
43714,Solyc01g005090.3,Solyc06g065010.3,+
43719,Solyc01g005090.3,Solyc06g067860.3,+
43721,Solyc01g005090.3,Solyc06g069045.1,+
43727,Solyc01g005090.3,Solyc06g071060.1,+
43729,Solyc01g005090.3,Solyc06g071790.3,-
43732,Solyc01g005090.3,Solyc06g072880.2,+
43733,Solyc01g005090.3,Solyc06g073165.1,+
43734,Solyc01g005090.3,Solyc06g073560.3,+
43735,Solyc01g005090.3,Solyc06g073585.1,+
43739,Solyc01g005090.3,Solyc06g074600.1,+
43744,Solyc01g005090.3,Solyc06g082730.2,+
43749,Solyc01g005090.3,Solyc07g006750.3,+
43752,Solyc01g005090.3,Solyc07g007480.2,+
43763,Solyc01g005090.3,Solyc07g009435.1,+
43775,Solyc01g005090.3,Solyc07g042550.3,+
43776,Solyc01g005090.3,Solyc07g043150.1,+
43779,Solyc01g005090.3,Solyc07g045310.3,-
43789,Solyc01g005090.3,Solyc07g055350.3,+
43794,Solyc01g005090.3,Solyc07g055625.1,+
43797,Solyc01g005090.3,Solyc07g056090.1,+
43800,Solyc01g005090.3,Solyc07g065400.3,-
43801,Solyc01g005090.3,Solyc07g065660.3,+
43802,Solyc01g005090.3,Solyc07g066460.3,-
43815,Solyc01g005090.3,Solyc08g007560.2,+
43819,Solyc01g005090.3,Solyc08g008440.2,+
43821,Solyc01g005090.3,Solyc08g014050.2,+
43825,Solyc01g005090.3,Solyc08g061060.2,+
